,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
80,1695813817354,-1.5253906,0.7792969,-0.45507812,-15.03125,13.34375,-7.28125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,80
81,1695813817404,-0.7919922,0.11328125,0.0,15.0625,81.53125,73.65625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,81
82,1695813817431,-1.2333984,-0.032226562,-0.15332031,-48.65625,102.78125,58.34375,-93.125,6.5,-53.75,Thingy,Descending stairs,-1,s1862623,,82
83,1695813817479,-2.0,0.07910156,0.0126953125,-18.8125,120.46875,107.21875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,83
84,1695813817529,-1.7294922,-0.1953125,-0.076171875,23.65625,110.65625,101.3125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,84
85,1695813817554,-1.1347656,-0.016601562,-0.14160156,2.25,43.375,81.15625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,85
86,1695813817604,-0.8935547,0.32910156,-0.14746094,-2.625,-11.6875,34.65625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,86
87,1695813817631,-0.79296875,0.21582031,-0.07324219,21.40625,-17.21875,-8.6875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,87
88,1695813817678,-0.4326172,-0.22753906,-0.32910156,41.0625,-27.53125,-35.15625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,88
89,1695813817754,-0.34472656,-0.109375,-0.18847656,20.84375,-58.96875,-55.0625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,89
90,1695813817755,-0.4560547,0.009765625,-0.05078125,-27.125,-75.75,-84.84375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,90
91,1695813817803,-0.7011719,-0.044921875,-0.15332031,22.03125,-43.03125,-94.9375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,91
92,1695813817833,-0.9111328,0.04296875,-0.0146484375,102.65625,-19.59375,-98.40625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,92
93,1695813817878,-0.9199219,0.10253906,0.14257812,34.28125,-65.375,-73.75,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,93
