,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
121,1695813605774,0.5151367,-0.23468018,-0.33428955,-20.71875,6.90625,-9.109375,Respeck,Ascending stairs,-1,s1862623,,121
122,1695813605810,0.7792969,0.1071167,-0.2564087,-12.1875,10.90625,-6.125,Respeck,Ascending stairs,-1,s1862623,,122
123,1695813605849,1.2331543,0.3324585,-0.10845947,-1.765625,-0.0625,3.703125,Respeck,Ascending stairs,-1,s1862623,,123
124,1695813605898,0.90185547,0.03778076,-0.14361572,-5.5,-4.078125,2.234375,Respeck,Ascending stairs,-1,s1862623,,124
125,1695813605935,0.6320801,-0.23760986,-0.2720337,-2.4375,-23.5625,1.78125,Respeck,Ascending stairs,-1,s1862623,,125
126,1695813605974,0.56274414,-0.02154541,-0.17315674,-8.640625,3.078125,0.84375,Respeck,Ascending stairs,-1,s1862623,,126
127,1695813606012,0.80688477,0.13739014,-0.13555908,1.796875,8.59375,-2.1875,Respeck,Ascending stairs,-1,s1862623,,127
128,1695813606048,1.0334473,0.11468506,-0.078430176,-0.34375,5.59375,-0.953125,Respeck,Ascending stairs,-1,s1862623,,128
129,1695813606085,0.9584961,-0.097229004,-0.17999268,1.109375,8.65625,-0.328125,Respeck,Ascending stairs,-1,s1862623,,129
130,1695813606135,1.1865234,-0.237854,-0.28399658,10.421875,13.453125,-11.953125,Respeck,Ascending stairs,-1,s1862623,,130
131,1695813606174,1.7661133,-0.054016113,-0.28277588,5.140625,1.890625,-1.171875,Respeck,Ascending stairs,-1,s1862623,,131
132,1695813606211,1.3227539,0.035583496,-0.5532837,11.90625,-16.921875,23.140625,Respeck,Ascending stairs,-1,s1862623,,132
133,1695813606249,0.84814453,0.30975342,-0.47686768,-0.171875,-19.28125,13.703125,Respeck,Ascending stairs,-1,s1862623,,133
134,1695813606287,0.842041,0.5817261,-0.19390869,9.484375,-0.09375,7.484375,Respeck,Ascending stairs,-1,s1862623,,134
135,1695813606337,0.83447266,0.16864014,-0.15484619,0.25,-5.09375,5.703125,Respeck,Ascending stairs,-1,s1862623,,135
136,1695813606374,0.80859375,-0.23492432,-0.2588501,3.6875,-15.171875,-4.21875,Respeck,Ascending stairs,-1,s1862623,,136
137,1695813606412,0.7907715,0.0048217773,-0.21002197,-0.515625,-0.984375,-7.90625,Respeck,Ascending stairs,-1,s1862623,,137
